Metric,Value
hurst_exponent,0.5052237920632769
regime,Random Walk
shannon_entropy,3.845612042654003
chaos_metric,0.3845612042654003
is_chaotic,False
is_mean_reverting,False
is_trending,True
combined_score,0.1975043941959771
