time,returns,cp_prob,detected_50,detected_75
0,-0.00043850761115533975,0.0,0,0
1,0.010903648429197098,0.0,0,0
2,-0.0011573899066308186,0.0,0,0
3,-0.0050794682349509165,0.0,0,0
4,-0.01569064010355361,0.0,0,0
5,-0.05342689494039503,0.0,0,0
6,-0.04888377196360129,0.0,0,0
7,-0.03413869179188583,0.0,0,0
8,0.010951166868135105,0.0,0,0
9,0.005014217527662414,0.0,0,0
10,0.017518274003999895,0.0,0,0
11,-0.010043776799843007,0.0,0,0
12,0.023226448665313246,0.0,0,0
13,-0.0019420822075690847,0.0,0,0
14,-0.013208468566161308,0.0,0,0
15,0.00996329284847855,0.0,0,0
16,0.005187257925251734,0.0,0,0
17,0.021275677214404893,0.0,0,0
18,0.013207777556342642,0.0,0,0
19,0.02605553014627395,0.0,0,0
20,0.011650048429713775,0.5,0,0
21,0.004951601209625849,0.4838142953826305,0,0
22,-0.007813640312379813,0.4791104609887346,0,0
23,0.0015073864222937608,0.4544928635513832,0,0
24,-0.004226495088740508,0.4446753950220156,0,0
25,0.0,0.4354839461400913,0,0
26,-0.002271523738070124,0.5236585193868093,1,0
27,0.046361577159349555,0.1590838167413314,0,0
28,-0.010914755425754766,0.3126517232989857,0,0
29,-0.004840565121763534,0.5290477704761618,1,0
30,-0.0033875691206709936,0.560721117387298,1,0
31,-0.022529823648839584,0.14472462299643968,0,0
32,-0.0028712137806699094,0.5720777640657697,1,0
33,0.012930621515127931,0.6758344261609136,1,0
34,-0.014141990228314739,0.3693882671340501,0,0
35,-0.013269488210678521,0.38004535571596126,0,0
36,-0.006469542474996011,0.5270252559456295,1,0
37,0.0006179892388961706,0.5983099515767148,1,0
38,-0.006974069336073436,0.553534147462885,1,0
39,-0.005770915559309172,0.5810361428318805,1,0
40,-0.008640380681558266,0.6174170916704537,1,0
41,0.0,0.6530032158313663,1,0
42,0.0055070551692028335,0.6001560752116,1,0
43,0.004071469132393055,0.6205371320573958,1,0
44,-0.018135007065732775,0.49094643750896483,0,0
45,0.0030189319194314167,0.5955559774451997,1,0
46,-0.004930388653107494,0.6098869068165538,1,0
47,0.01172935217857887,0.4919222524078549,0,0
48,-0.0036308949187092558,0.8198485844482745,1,1
49,0.004733363299085207,0.6396319403522246,1,0
50,0.00015745120066007153,0.7793738448574323,1,1
51,0.04070861678376089,5.157072371515942e-05,0,0
52,-0.025093059596653467,0.20248231786549278,0,0
53,0.012625188746914373,0.5209371251154927,1,0
54,0.03812562136612059,0.10362277604804263,0,0
55,-0.01603357936751085,0.4396500251853648,0,0
56,-0.021938998898750176,0.3756802331879616,0,0
57,-0.015105076832375474,0.4614887128880956,0,0
58,0.002946366961929784,0.5220133476662249,1,0
59,0.016889700130614877,0.5311496637177288,1,0
60,-0.00917718296468434,0.4592949952495918,0,0
61,0.0,0.4965930532530841,0,0
62,0.049024299576084306,0.7952867863174002,1,1
63,-0.029245775267752416,0.425167617298447,0,0
64,-0.009688182528831217,0.38415644595786824,0,0
65,0.03600355276916671,0.7871067581471539,1,1
66,-0.02255624988871928,0.3940711495098938,0,0
67,-0.03016680303595591,0.49799257214963183,0,0
68,0.002934629302388142,0.35308075356662344,0,0
69,-0.008985418825170536,0.3421984890793626,0,0
70,0.0032627025618810544,0.34501516155617473,0,0
71,0.013251311910508892,0.4150196524312354,0,0
72,-0.025109832359690845,0.5321998887271729,1,0
73,0.008128874456731284,0.3953046463744453,0,0
74,0.012070694397543566,0.41362250520307936,0,0
75,-0.0018475004052145806,0.41506753408028185,0,0
76,-0.015217760795346277,0.4683884061393438,0,0
77,-0.0037622922602197468,0.4264058343851563,0,0
78,0.02282532412618067,0.5303653999136829,1,0
79,-0.014691363969713008,0.42631471841280044,0,0
80,-0.02030130965135021,0.49354509496489907,0,0
81,0.0033330332048174386,0.40151191663086505,0,0
82,0.0039535120626616625,0.39884815557872455,0,0
83,-0.0015795296895786107,0.5026877308738689,1,0
84,-0.0033251168733668185,0.5458302562540575,1,0
85,-0.008441537332650935,0.5477232167554156,1,0
86,-0.010936081319709454,0.6621208325033952,1,0
87,-0.0027528349610510994,0.6635786666727916,1,0
88,0.011607436456548416,0.47697571303660674,0,0
89,0.020622557461854606,0.22028368713027413,0,0
90,0.06665586361877651,0.019340761878660895,0,0
91,-0.045527261376182376,0.5522732821400126,1,0
92,-0.015960651349269786,0.43791627064978417,0,0
93,0.002963370174499457,0.41617584105540734,0,0
94,0.011150823936356618,0.44228049136795256,0,0
95,-0.01130653702418512,0.420604879036354,0,0
96,-0.018075148284986957,0.456773924107746,0,0
97,-0.018407882720378195,0.4557240650657909,0,0
98,-0.017930390718429133,0.45791625669802594,0,0
99,-0.056152748998303664,0.9547015904071666,1,1
100,-0.03649647851258479,0.7756185101391855,1,1
101,0.01379828711199666,0.3398165759743982,0,0
102,-0.01145533248759045,0.3790354583738826,0,0
103,0.007710946195610339,0.30988455077539145,0,0
104,-0.01403150899819958,0.4012997497256853,0,0
105,-0.009099243855114146,0.3520491550571135,0,0
106,-0.006603060501390218,0.3312096769919812,0,0
107,0.01715050845068487,0.35675166927610213,0,0
108,0.004512235893516971,0.2958671296274559,0,0
109,-0.02442695864001739,0.5499036223469729,1,0
110,-0.01731090008434112,0.4535409208749705,0,0
111,0.03939405920684929,0.092990172478125,0,0
112,0.008268923057987015,0.3511417384686059,0,0
113,0.08012539227917324,0.982649259914934,1,1
114,0.03841329828527461,0.7205937771272402,1,0
115,0.07088849151448176,0.9974047292410542,1,1
116,0.1822968748151478,1.0,1,1
