datetime,open,high,low,close,volume
2018-04-25,262.04998779296875,275.1499938964844,248.9499969482422,250.35000610351562,31583
2018-04-26,242.14999389648438,245.4499969482422,237.85000610351562,237.85000610351562,4462
2018-04-27,226.0,233.75,226.0,226.0,7469
2018-04-30,226.0,237.3000030517578,216.0,218.39999389648438,9561
2018-05-02,228.0,228.0,207.5,220.25,16871
2018-05-03,220.0,231.25,211.39999389648438,230.6999969482422,10810
2018-05-04,228.39999389648438,239.0,223.1999969482422,225.5500030517578,8706
2018-05-07,226.0,236.8000030517578,226.0,236.8000030517578,10430
2018-05-08,234.5,248.60000610351562,234.5,248.60000610351562,7505
2018-05-09,258.0,258.8999938964844,238.5500030517578,241.9499969482422,7636
2018-05-10,240.0,243.9499969482422,229.89999389648438,229.89999389648438,3429
2018-05-11,225.0,237.0,220.10000610351562,226.89999389648438,6857
2018-05-14,230.0,234.8000030517578,215.60000610351562,215.60000610351562,3496
2018-05-15,223.9499969482422,223.9499969482422,204.85000610351562,204.85000610351562,5796
2018-05-16,205.0,205.0,194.64999389648438,194.64999389648438,5494
2018-05-17,192.5,197.0,185.0,188.5,3808
2018-05-18,179.10000610351562,189.0,179.10000610351562,187.64999389648438,3644
2018-05-21,181.0,197.0,181.0,195.64999389648438,8068
2018-05-22,188.0,195.0,185.89999389648438,186.5,4697
2018-05-23,186.0,192.8000030517578,177.25,187.39999389648438,4578
2018-05-24,180.39999389648438,185.0,178.0500030517578,178.0500030517578,4378
2018-05-25,171.0,183.5,169.14999389648438,170.4499969482422,21127
2018-05-28,164.14999389648438,171.89999389648438,161.9499969482422,164.9499969482422,4996
2018-05-29,166.0,173.10000610351562,164.0,164.25,6253
2018-05-30,156.1999969482422,172.0,156.1999969482422,165.85000610351562,3376
2018-05-31,166.0,169.0,162.0,167.14999389648438,1802
2018-06-01,166.0,169.0,160.0,160.60000610351562,4493
2018-06-04,158.85000610351562,158.85000610351562,152.60000610351562,152.60000610351562,6849
2018-06-05,152.60000610351562,152.60000610351562,145.0,145.0,5445
2018-06-06,137.75,147.89999389648438,137.75,140.10000610351562,6214
2018-06-07,146.25,147.10000610351562,143.25,147.10000610351562,5400
2018-06-08,153.85000610351562,154.4499969482422,147.0,153.9499969482422,2840
2018-06-11,150.0,161.60000610351562,150.0,161.60000610351562,2414
2018-06-12,169.5,169.64999389648438,168.6999969482422,169.64999389648438,2602
2018-06-13,172.4499969482422,178.10000610351562,172.4499969482422,178.10000610351562,1061
2018-06-14,187.0,187.0,187.0,187.0,715
2018-06-15,191.0,196.35000610351562,191.0,196.35000610351562,28073
2018-06-18,196.75,201.0,186.60000610351562,186.75,6021
2018-06-19,193.0,193.0,180.0,180.10000610351562,1393
2018-06-20,178.0,188.0,178.0,187.0,3330
2018-06-21,181.0,187.0,180.0,182.1999969482422,920
2018-06-22,180.0,189.5,179.60000610351562,185.75,3196
2018-06-25,179.0,183.0,178.0,178.8000030517578,2168
2018-06-26,177.0,179.0,175.0,175.75,1413
2018-06-27,171.0,179.0,171.0,174.85000610351562,2936
2018-06-28,167.64999389648438,175.10000610351562,167.64999389648438,171.3000030517578,4239
2018-06-29,165.0,175.0,164.1999969482422,171.60000610351562,2750
2018-07-02,171.0,176.0,167.0,176.0,1184
2018-07-03,169.0,174.6999969482422,169.0,174.6999969482422,2313
2018-07-04,174.0,178.0,174.0,176.0,1741
2018-07-05,176.0,179.9499969482422,171.35000610351562,172.75,617
2018-07-06,174.0,181.35000610351562,174.0,175.10000610351562,58106
2018-07-09,182.0,182.0,173.75,175.25,478
2018-07-10,174.0,177.5,174.0,176.0500030517578,2576
2018-07-11,184.0,184.25,176.10000610351562,178.64999389648438,3690
2018-07-12,175.0,187.0,175.0,178.10000610351562,2080
2018-07-13,175.25,180.0,173.0500030517578,174.10000610351562,2660
2018-07-16,170.1999969482422,175.0,170.0,171.5,1193
2018-07-17,171.0,173.85000610351562,170.0,173.85000610351562,1750
2018-07-18,175.0,177.0,173.10000610351562,175.0,3243
2018-07-19,176.0,176.0,170.0,170.39999389648438,10430
2018-07-20,170.0,172.0,170.0,171.0,3090
2018-07-23,170.0,174.0,170.0,174.0,3056
2018-07-24,177.0,182.6999969482422,170.0,181.89999389648438,5226
2018-07-25,183.0,189.89999389648438,177.0,179.1999969482422,2473
2018-07-26,188.14999389648438,188.14999389648438,181.0,188.14999389648438,2002
2018-07-27,190.0,197.5500030517578,186.8000030517578,192.4499969482422,13320
2018-07-30,200.60000610351562,200.60000610351562,186.0500030517578,188.9499969482422,4525
2018-07-31,188.9499969482422,188.9499969482422,179.5500030517578,179.75,4944
2018-08-01,179.0,181.5,172.0500030517578,174.6999969482422,3334
2018-08-02,171.0,175.9499969482422,170.10000610351562,173.6999969482422,2861
2018-08-03,177.39999389648438,179.0,166.0,170.8000030517578,12670
2018-08-06,169.5,176.0,168.10000610351562,173.85000610351562,11110
2018-08-07,171.0,179.89999389648438,171.0,175.10000610351562,5270
2018-08-08,182.10000610351562,182.75,171.14999389648438,177.4499969482422,14367
2018-08-09,189.89999389648438,189.89999389648438,171.9499969482422,178.4499969482422,6887
2018-08-10,178.75,182.25,175.0,178.1999969482422,6419
2018-08-13,167.0,174.0,167.0,170.3000030517578,2654
2018-08-14,169.0,173.4499969482422,168.1999969482422,169.3000030517578,670
2018-08-16,170.0,170.0,165.0,165.10000610351562,3308
2018-08-17,169.9499969482422,174.9499969482422,162.5500030517578,164.85000610351562,3548
2018-08-20,162.0,170.0,161.3000030517578,168.75,8746
2018-08-21,174.0,175.0,165.0500030517578,171.10000610351562,6505
2018-08-23,172.0,180.0,168.1999969482422,172.0,16579
2018-08-24,170.4499969482422,172.5,165.0,166.85000610351562,4431
2018-08-27,170.0,170.0,165.0,165.10000610351562,4943
2018-08-28,170.60000610351562,170.60000610351562,163.10000610351562,164.14999389648438,3805
2018-08-29,164.1999969482422,166.9499969482422,161.0,162.64999389648438,4382
2018-08-30,163.9499969482422,163.9499969482422,154.0,160.0,6953
2018-08-31,167.89999389648438,167.89999389648438,155.60000610351562,163.35000610351562,5522
2018-09-03,163.4499969482422,169.75,160.0,161.0,7070
2018-09-04,160.10000610351562,167.0,160.0,162.14999389648438,5239
2018-09-05,158.0500030517578,161.85000610351562,156.0,157.8000030517578,4487
2018-09-06,160.0,162.0,160.0,160.14999389648438,7151
2018-09-07,160.0,167.8000030517578,160.0,165.75,8431
2018-09-10,176.64999389648438,180.0,163.0,174.4499969482422,34886
2018-09-11,180.0,191.85000610351562,173.0,190.35000610351562,76275
2018-09-12,196.0,208.89999389648438,180.39999389648438,184.8000030517578,78444
2018-09-14,185.6999969482422,187.25,172.75,177.9499969482422,35079
2018-09-17,179.1999969482422,187.0,172.1999969482422,173.1999969482422,49078
2018-09-18,175.5,180.0,173.0,175.1999969482422,18036
2018-09-19,179.6999969482422,179.6999969482422,171.0,171.89999389648438,4999
2018-09-21,177.0,179.8000030517578,166.0,169.3000030517578,19049
2018-09-24,169.3000030517578,170.0,157.0,159.3000030517578,6176
2018-09-25,155.0,166.6999969482422,150.10000610351562,156.0,10265
2018-09-26,156.35000610351562,168.0,154.1999969482422,163.60000610351562,11340
2018-09-27,168.5,179.9499969482422,168.39999389648438,178.10000610351562,56435
2018-09-28,183.89999389648438,184.89999389648438,163.14999389648438,168.5500030517578,18040
2018-10-01,167.0,168.5,155.0500030517578,165.5,5743
2018-10-03,156.25,177.0,156.25,168.5500030517578,6247
2018-10-04,178.6999969482422,178.6999969482422,162.5,166.0,5750
2018-10-05,165.89999389648438,171.0,158.4499969482422,161.64999389648438,7336
2018-10-08,163.0,163.0,150.0,157.85000610351562,7659
2018-10-09,155.10000610351562,159.5,155.0,155.39999389648438,3123
2018-10-10,155.0,167.6999969482422,155.0,166.75,2768
2018-10-11,168.0,168.0,158.0,159.9499969482422,3632
2018-10-12,167.39999389648438,170.0,162.6999969482422,165.10000610351562,3663
2018-10-15,170.0,170.0,155.1999969482422,164.1999969482422,3556
2018-10-16,173.89999389648438,173.89999389648438,166.5,168.5500030517578,4967
2018-10-17,168.75,173.0,161.0,164.75,3432
2018-10-19,161.5,167.8000030517578,161.0,166.64999389648438,702
2018-10-22,170.10000610351562,171.0,157.4499969482422,161.5500030517578,4885
2018-10-23,160.0,164.8000030517578,156.0,157.9499969482422,2823
2018-10-24,163.89999389648438,168.6999969482422,156.3000030517578,165.25,6623
2018-10-25,143.5500030517578,148.89999389648438,141.1999969482422,142.60000610351562,52423
2018-10-26,140.0500030517578,150.0,140.0,140.89999389648438,6301
2018-10-29,140.0,148.85000610351562,139.9499969482422,145.64999389648438,5134
2018-10-30,141.39999389648438,150.0,141.39999389648438,146.5500030517578,3051
2018-10-31,152.0,152.0,145.0,146.39999389648438,5754
2018-11-01,147.0,149.5,144.25,146.8000030517578,4432
2018-11-02,146.3000030517578,149.6999969482422,146.10000610351562,146.5500030517578,4445
2018-11-05,146.10000610351562,150.8000030517578,146.0,146.8000030517578,2682
