datetime,open,high,low,close,volume
2023-12-19,200.0,204.89999389648438,190.0,190.0,35300
2023-12-20,180.5,180.5,180.5,180.5,7628
2023-12-21,171.5,171.5,171.5,171.5,5657
2023-12-22,162.9499969482422,162.9499969482422,162.9499969482422,162.9499969482422,11500
2023-12-26,154.8000030517578,154.8000030517578,154.8000030517578,154.8000030517578,6984
2023-12-27,147.10000610351562,147.10000610351562,147.10000610351562,147.10000610351562,14010
2023-12-28,139.75,139.75,139.75,139.75,15424
2023-12-29,132.8000030517578,132.8000030517578,132.8000030517578,132.8000030517578,52368
2024-01-01,126.19999694824219,139.39999389648438,126.19999694824219,131.8000030517578,2346959
2024-01-02,125.25,125.25,125.25,125.25,165108
2024-01-03,115.0,121.69999694824219,108.25,109.4000015258789,3810060
2024-01-04,116.19999694824219,127.5,113.1500015258789,115.1500015258789,4521019
2024-01-05,119.44999694824219,134.0,117.1500015258789,129.85000610351562,5490820
2024-01-08,144.39999389648438,155.8000030517578,141.0,155.8000030517578,5639239
2024-01-09,161.0,170.5,148.35000610351562,155.5500030517578,7930800
2024-01-10,156.35000610351562,159.0,137.64999389648438,143.25,6768472
2024-01-11,146.8000030517578,151.14999389648438,141.25,144.64999389648438,2477603
2024-01-12,156.0,156.0,147.3000030517578,153.60000610351562,4822350
2024-01-15,153.60000610351562,153.60000610351562,153.60000610351562,153.60000610351562,0
2024-01-16,166.60000610351562,172.0,157.0,162.64999389648438,2869295
2024-01-17,159.85000610351562,168.0,158.0500030517578,162.89999389648438,1746146
2024-01-18,165.3000030517578,177.0,158.1999969482422,175.5,3295377
2024-01-19,179.4499969482422,188.5,177.5,187.60000610351562,3537307
2024-01-23,189.0,194.6999969482422,175.0,177.14999389648438,1656166
2024-01-24,177.8000030517578,184.25,173.64999389648438,183.4499969482422,978234
2024-01-25,183.3000030517578,185.0,178.5,179.5500030517578,760975
2024-01-29,180.9499969482422,184.1999969482422,178.60000610351562,179.89999389648438,611206
2024-01-30,180.89999389648438,181.8000030517578,171.60000610351562,173.64999389648438,740944
2024-01-31,174.5,183.89999389648438,170.0,182.25,905885
2024-02-01,183.4499969482422,190.1999969482422,179.35000610351562,187.0,1054477
2024-02-02,188.9499969482422,205.6999969482422,188.8000030517578,205.6999969482422,2710396
2024-02-05,218.1999969482422,226.25,211.0,224.89999389648438,2822537
2024-02-06,229.0,236.10000610351562,217.25,219.4499969482422,2269047
2024-02-07,224.64999389648438,228.9499969482422,212.60000610351562,215.60000610351562,892084
2024-02-08,216.89999389648438,222.0,209.0,212.25,608659
2024-02-09,214.0,222.85000610351562,201.64999389648438,222.35000610351562,1386985
2024-02-12,227.0,232.64999389648438,211.25,223.89999389648438,2302170
2024-02-13,224.0,227.6999969482422,212.6999969482422,214.60000610351562,1197308
2024-02-14,209.10000610351562,225.3000030517578,209.10000610351562,225.3000030517578,471811
2024-02-15,229.10000610351562,236.5500030517578,229.0,236.5500030517578,903561
2024-02-16,242.0,248.35000610351562,226.75,229.0500030517578,2641557
2024-02-19,230.14999389648438,238.0,225.1999969482422,228.6999969482422,855527
2024-02-20,225.0,232.89999389648438,224.0,225.5,455591
2024-02-21,225.5,226.85000610351562,216.0,220.89999389648438,511003
2024-02-22,220.0,228.5,213.5500030517578,223.1999969482422,570985
2024-02-23,225.10000610351562,234.35000610351562,221.4499969482422,234.35000610351562,1033625
2024-02-26,239.0,241.8000030517578,228.0,230.5,708114
2024-02-27,230.0,235.60000610351562,226.0,230.9499969482422,659534
2024-02-28,231.9499969482422,231.9499969482422,219.39999389648438,219.9499969482422,925465
2024-02-29,217.64999389648438,222.1999969482422,211.0,217.25,622430
2024-03-01,220.0,224.1999969482422,217.3000030517578,218.14999389648438,370646
2024-03-04,232.4499969482422,234.0,220.6999969482422,221.60000610351562,373774
2024-03-05,221.64999389648438,222.9499969482422,210.5500030517578,210.89999389648438,714910
2024-03-06,210.89999389648438,210.89999389648438,200.35000610351562,200.89999389648438,873123
2024-03-07,200.89999389648438,205.10000610351562,194.0,200.6999969482422,850335
2024-03-11,202.14999389648438,209.8000030517578,193.0,201.3000030517578,665138
2024-03-12,201.0,202.60000610351562,191.25,191.25,572759
2024-03-13,187.89999389648438,191.1999969482422,181.6999969482422,181.6999969482422,1155300
2024-03-14,175.5500030517578,190.75,175.0,190.75,625691
2024-03-15,191.10000610351562,195.0,184.8000030517578,192.8000030517578,510039
2024-03-18,194.0,196.0,186.85000610351562,189.5,300542
2024-03-19,189.0,190.60000610351562,183.0,183.85000610351562,215969
2024-03-20,184.85000610351562,188.9499969482422,178.60000610351562,185.9499969482422,329865
2024-03-21,188.0,195.1999969482422,188.0,195.0500030517578,549401
2024-03-22,194.0,204.8000030517578,191.39999389648438,204.8000030517578,501532
2024-03-26,208.0,215.0,208.0,215.0,195210
2024-03-27,220.85000610351562,225.4499969482422,211.0,213.14999389648438,850227
2024-03-28,217.89999389648438,223.1999969482422,214.0,215.1999969482422,345839
2024-04-01,220.0,224.5,215.5,217.89999389648438,387467
2024-04-02,217.0500030517578,219.8000030517578,212.0,213.1999969482422,299526
2024-04-03,213.5,222.0,209.25,214.9499969482422,588611
2024-04-04,216.5,218.14999389648438,212.5,213.60000610351562,249561
2024-04-05,214.5500030517578,229.0,210.64999389648438,226.5,1480126
2024-04-08,229.0,234.6999969482422,220.3000030517578,223.14999389648438,894221
2024-04-09,224.9499969482422,225.0,215.60000610351562,216.4499969482422,468257
2024-04-10,217.10000610351562,226.1999969482422,215.0500030517578,220.0500030517578,583545
2024-04-12,219.9499969482422,231.39999389648438,216.4499969482422,221.5,711540
2024-04-15,215.25,218.6999969482422,209.0,211.5,628960
2024-04-16,209.0500030517578,223.75,209.0,215.3000030517578,853005
2024-04-18,219.10000610351562,236.8000030517578,219.10000610351562,235.3000030517578,3116703
2024-04-19,230.0500030517578,258.79998779296875,230.0,258.79998779296875,5451354
2024-04-22,276.8999938964844,284.6499938964844,265.54998779296875,284.6499938964844,3017125
2024-04-23,296.0,296.0,270.45001220703125,270.45001220703125,2156486
2024-04-24,260.0,277.70001220703125,260.0,268.75,973813
2024-04-25,271.20001220703125,282.1499938964844,263.79998779296875,282.1499938964844,373583
2024-04-26,281.8999938964844,289.1499938964844,272.0,277.54998779296875,942004
2024-04-29,279.8999938964844,281.3999938964844,265.20001220703125,267.1499938964844,463172
2024-04-30,268.79998779296875,280.5,268.20001220703125,270.1000061035156,890395
2024-05-02,271.75,283.45001220703125,268.0,276.79998779296875,684457
2024-05-03,281.8999938964844,289.6000061035156,271.0,280.1000061035156,1028371
2024-05-06,284.5,284.5,266.1000061035156,266.8500061035156,644374
2024-05-07,268.0,271.3500061035156,253.5,255.4499969482422,703860
2024-05-08,250.85000610351562,268.20001220703125,250.85000610351562,262.6000061035156,668236
2024-05-09,260.25,264.95001220703125,250.3000030517578,251.8000030517578,417233
2024-05-10,253.9499969482422,260.79998779296875,245.0500030517578,256.29998779296875,414223
2024-05-13,257.0,257.0,245.10000610351562,251.0,355571
2024-05-14,252.35000610351562,263.54998779296875,252.35000610351562,263.54998779296875,716660
2024-05-15,263.45001220703125,273.5,259.6499938964844,261.45001220703125,610029
2024-05-16,262.6000061035156,264.75,260.0,260.6499938964844,227362
2024-05-17,261.95001220703125,268.1499938964844,258.0,260.79998779296875,247343
2024-05-21,259.8999938964844,262.8999938964844,253.60000610351562,258.29998779296875,264142
2024-05-22,259.79998779296875,271.20001220703125,259.29998779296875,266.79998779296875,963732
2024-05-23,267.95001220703125,280.1000061035156,260.04998779296875,280.1000061035156,913886
2024-05-24,281.79998779296875,292.70001220703125,266.95001220703125,268.3999938964844,1623290
2024-05-27,271.0,272.25,261.04998779296875,261.95001220703125,472042
2024-05-28,264.29998779296875,264.79998779296875,251.5,252.8000030517578,407615
2024-05-29,254.0,259.6499938964844,250.10000610351562,254.3000030517578,329760
2024-05-30,256.8999938964844,259.45001220703125,246.0,247.5500030517578,365559
2024-05-31,250.0,253.6999969482422,245.10000610351562,247.0500030517578,413082
2024-06-03,257.8999938964844,259.3999938964844,249.14999389648438,259.3999938964844,484084
2024-06-04,253.9499969482422,253.9499969482422,246.4499969482422,246.4499969482422,469541
2024-06-05,240.25,244.85000610351562,234.14999389648438,241.39999389648438,678088
2024-06-06,244.0500030517578,253.4499969482422,244.0500030517578,253.4499969482422,771226
2024-06-07,255.25,268.0,254.39999389648438,264.75,876416
2024-06-10,264.95001220703125,269.5899963378906,260.0,264.3999938964844,528845
2024-06-11,265.0,290.0,263.739990234375,276.7699890136719,2365085
2024-06-12,278.5,282.79998779296875,272.0,273.1600036621094,433030
2024-06-13,274.70001220703125,283.2099914550781,271.989990234375,278.04998779296875,514467
2024-06-14,279.1000061035156,304.8500061035156,278.2099914550781,300.2300109863281,2917783
2024-06-18,310.0,316.70001220703125,303.1000061035156,306.94000244140625,1839819
2024-06-19,308.0,309.3500061035156,292.9200134277344,300.2300109863281,944553
2024-06-20,300.3500061035156,324.79998779296875,300.3500061035156,313.7200012207031,1864761
2024-06-21,316.1499938964844,318.0,298.3999938964844,301.1400146484375,994192
2024-06-24,302.0,304.9700012207031,293.80999755859375,300.239990234375,569062
2024-06-25,302.29998779296875,314.0,302.29998779296875,304.3500061035156,875312
2024-06-26,305.1000061035156,308.0,300.2099914550781,304.30999755859375,518496
2024-06-27,304.95001220703125,314.5,287.0,293.30999755859375,1156110
2024-06-28,294.8999938964844,301.70001220703125,292.1600036621094,297.2799987792969,399861
2024-07-01,300.0,304.0,290.0,298.8500061035156,624196
2024-07-02,298.0,306.8999938964844,295.0,302.1000061035156,501504
2024-07-03,304.8999938964844,312.0,300.0,301.1499938964844,564276
2024-07-04,303.8999938964844,305.8999938964844,297.20001220703125,300.25,360947
2024-07-05,300.29998779296875,330.0,299.54998779296875,320.95001220703125,3251397
2024-07-08,323.8500061035156,327.70001220703125,309.0,312.3999938964844,861337
2024-07-09,310.0,313.45001220703125,301.1000061035156,303.3999938964844,489585
2024-07-10,304.6000061035156,305.79998779296875,292.1000061035156,298.5,1004853
2024-07-11,300.04998779296875,304.5,298.75,301.5,450130
2024-07-12,302.75,306.8999938964844,289.1499938964844,291.8999938964844,908394
2024-07-15,293.8999938964844,297.20001220703125,287.8500061035156,291.1000061035156,807204
2024-07-16,291.95001220703125,291.95001220703125,279.29998779296875,281.25,560929
2024-07-18,280.75,288.70001220703125,276.3500061035156,282.3999938964844,494245
2024-07-19,282.8500061035156,282.8999938964844,268.70001220703125,270.54998779296875,467224
2024-07-22,267.04998779296875,278.8500061035156,261.25,275.20001220703125,409744
2024-07-23,275.25,278.79998779296875,255.0500030517578,267.70001220703125,562918
2024-07-24,293.95001220703125,294.0,281.1000061035156,286.70001220703125,2151997
2024-07-25,283.70001220703125,304.95001220703125,281.70001220703125,293.6000061035156,1546099
2024-07-26,296.3999938964844,302.3999938964844,294.1000061035156,297.5,460781
2024-07-29,300.0,300.5,290.0,291.04998779296875,346752
2024-07-30,297.0,306.3500061035156,295.04998779296875,297.75,591776
2024-07-31,299.79998779296875,299.79998779296875,290.70001220703125,291.3500061035156,339459
2024-08-01,292.54998779296875,296.0,282.5,285.6499938964844,351641
2024-08-02,279.0,290.0,278.6499938964844,284.54998779296875,327049
2024-08-05,274.95001220703125,279.95001220703125,269.1000061035156,270.8500061035156,541140
2024-08-06,280.0,280.0,263.25,265.5,413165
2024-08-07,274.95001220703125,289.5,267.3999938964844,285.6499938964844,441194
2024-08-08,284.3999938964844,302.20001220703125,278.04998779296875,288.20001220703125,1546038
2024-08-09,294.0,294.0,281.1499938964844,282.75,399294
2024-08-12,279.1000061035156,281.95001220703125,272.75,279.29998779296875,360940
2024-08-13,276.04998779296875,285.1000061035156,269.5,271.29998779296875,261978
2024-08-14,271.75,272.54998779296875,265.0,266.1499938964844,270745
2024-08-16,269.6000061035156,272.29998779296875,267.6000061035156,270.04998779296875,173694
2024-08-19,271.8999938964844,277.8999938964844,269.0,269.95001220703125,246201
2024-08-20,271.0,275.0,268.25,270.6000061035156,203191
2024-08-21,271.95001220703125,293.0,271.5,283.04998779296875,1146971
2024-08-22,284.8999938964844,284.8999938964844,278.1000061035156,279.25,217104
2024-08-23,276.6499938964844,280.0,273.8500061035156,274.54998779296875,217829
2024-08-26,276.20001220703125,278.95001220703125,274.8999938964844,276.6499938964844,151559
2024-08-27,277.0,284.6000061035156,277.0,278.20001220703125,283383
2024-08-28,279.04998779296875,281.25,273.0,275.0,147265
2024-08-29,275.0,275.29998779296875,267.0,269.8999938964844,178438
2024-08-30,272.0,273.0,267.0,268.8500061035156,245035
2024-09-02,269.8999938964844,271.75,263.0,263.8500061035156,229475
2024-09-03,264.04998779296875,267.5,261.0,261.95001220703125,175495
2024-09-04,258.8999938964844,271.6499938964844,252.0,265.20001220703125,277891
2024-09-05,266.0,269.45001220703125,261.0,264.45001220703125,233521
2024-09-06,264.0,266.95001220703125,259.8999938964844,260.1499938964844,223464
2024-09-09,260.0,260.0,252.75,253.89999389648438,236366
2024-09-10,255.89999389648438,266.04998779296875,255.85000610351562,261.6499938964844,239794
2024-09-11,262.0,265.0,260.04998779296875,262.25,176310
2024-09-12,265.0,265.20001220703125,258.5,259.5,197800
2024-09-13,261.04998779296875,264.6000061035156,259.25,260.20001220703125,156530
2024-09-16,261.5,262.8999938964844,253.5,254.6999969482422,249857
2024-09-17,254.6999969482422,255.89999389648438,246.0,247.0500030517578,271361
2024-09-18,245.5500030517578,257.0,245.25,247.39999389648438,232783
2024-09-19,249.39999389648438,251.89999389648438,233.0,235.89999389648438,463979
2024-09-20,237.85000610351562,243.14999389648438,237.85000610351562,239.89999389648438,213682
2024-09-23,240.0,246.1999969482422,238.14999389648438,239.6999969482422,225209
2024-09-24,239.75,242.35000610351562,237.6999969482422,238.85000610351562,132850
2024-09-25,238.85000610351562,255.5,238.85000610351562,252.5500030517578,939949
2024-09-26,253.39999389648438,256.0,246.3000030517578,255.0500030517578,305313
2024-09-27,255.0,261.5,247.25,255.0500030517578,307015
2024-09-30,264.0,276.79998779296875,261.95001220703125,271.1000061035156,1404970
2024-10-01,271.1000061035156,282.0,262.1000061035156,279.04998779296875,654544
2024-10-03,274.04998779296875,288.95001220703125,269.29998779296875,286.0,1211425
2024-10-04,285.0,291.79998779296875,275.1000061035156,281.54998779296875,548491
2024-10-07,279.1499938964844,282.0,270.20001220703125,274.8500061035156,619750
2024-10-08,275.0,279.0,271.04998779296875,277.04998779296875,196754
2024-10-09,277.0,286.6499938964844,275.20001220703125,278.95001220703125,207918
2024-10-10,286.0,298.95001220703125,277.0,297.04998779296875,1164197
2024-10-11,296.75,304.5,284.1499938964844,287.20001220703125,732806
2024-10-14,288.20001220703125,288.20001220703125,279.0,284.0,264194
